product_id,category_id,name,product_slug,brand,model,description,manufacturer,thumbnail_image,rating,price,,,,,,,,,,,,,,
56,1,"SAMSUNG 43 Class 4K Crystal UHD (2160p) LED Smart TV with HDR UN43AU8000""","SAMSUNG-43-Class-4K-Crystal-UHD-(2160p)-LED-Smart-TV-with-HDR-UN43AU8000""",SAMSUNG,UN43AU8000FXZA,<p>Step up to the AU8000 with upgraded color and 4K essentials. Dynamic Crystal Color injects each scene with millions of vibrant shades of color; while Crystal Processor 4K with UHD Upscaling elevates all your favorite movies; games; and shows to gorgeous 4K quality. Smart TV with Multiple Voice Assistants allows you to use your voice to change channels; adjust the volume; or find quickly find content. Plus 3 HDMI inputs provide plenty of connection options.</p>,SAMSUNG ELECTRONICS AMERICA,https://i5.walmartimages.com/asr/624a267a-f1b2-4db5-a63f-3c1d38efe4df.bac9c34bceb2886f21b07487da4714ec.jpeg,4.7,377.99,,,,,,,,,,,,,,
57,1,"SAMSUNG 50 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN50TU7000B""","SAMSUNG-50-Class-4K-Crystal-UHD-(2160P)-LED-Smart-TV-with-HDR-UN50TU7000B""",SAMSUNG,UN50TU7000BXZA,SAMSUNG 50 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN50TU7000 - Get enhanced smart capabilities with the TU7000. Crystal Processor 4K automatically upscales your favorite movies," TV shows and sports events to 4K. Smart TV powered by Tizen lets you find content and navigate streaming services easily. PurColor fine tunes colors while HDR steps up to millions of shades of color that go beyond what HDTV can offer. And Direct Lit backlighting technology sharpens visuals and improves clarity.""",SAMSUNG,https://i5.walmartimages.com/asr/78d2ce73-66aa-4634-afc7-1858e8a398eb.3e376008d3d4d407238d8969ea96765e.jpeg,4.5,377.99,,,,,,,,,,,,,
58,1,"Sceptre 65 Class 4K UHD LED TV HDR U650CV-U""","Sceptre-65-Class-4K-UHD-LED-TV-HDR-U650CV-U""",Sceptre,U650CV-U,<p>With a Sceptre 65-inch LED 4K Ultra HDTV (U650CV-U); entertainment is transformed into an epic adventure. The unequalled color and clear brilliance of 4K (3840 x 2160 or over eight million pixels) will provide more natural and lifelike images than have ever been viewed on a 65-inch screen. Four HDMI ports allow you to connect up to four devices at once; so you can stream; browse and listen to all of your favorite multimedia. Equipped with HDMI 2.0 ports; the U65 can seamlessly stream 4K video to provide you the most rewarding viewing experience that is available on the market. The innovative USB port further expands functionality.</p>,Sceptre,https://i5.walmartimages.com/asr/64e5f014-24b0-4bd9-8fe0-5cea68c7fd2f.4d92b13fe86060aac059ac55ccc22dfa.png,4,378,,,,,,,,,,,,,,
59,1,onn. 50” QLED 4K UHD (2160p) Roku Smart TV with Dolby Atmos; Dolby Vision; Local Dimming; 120hz Effective Refresh Rate; and HDR (100071700),onn.-50”-QLED-4K-UHD-(2160p)-Roku-Smart-TV-with-Dolby-Atmos;-Dolby-Vision;-Local-Dimming;-120hz-Effective-Refresh-Rate;-and-HDR-(100071700),onn.,100071700,"Experience Quantum Dot technology in our newest premium TV. Our new QLED panel leaps beyond the standard LED screen by adding a quantum filter that precisely controls color output; giving you more vibrant colors; deeper blacks and brighter images than ever before. QLED's sharp contrast and upscaling abilities are hallmarks of the step-up from regular LED; granting your 4K and HDR content extra punch and clarity. With 120hz effective refresh rate; you'll experience sharp images while watching sports; or any fast-moving action for smooth on-screen motion. We've also added Dolby Vision® and Dolby Atmos® technologies to give you the most remarkable; immersive experience possible. Dolby Vision HDR maximizes QLED's display potential for a more lifelike and ultravivid picture; while Dolby Atmos introduces audio that surrounds and moves all around you with breathtaking realism. Plus; local dimming creates intense blacks and stunning contrasts with multiple LED zones. Never miss a detail; even in the darkest of scenes.What about that content; you ask? We've partnered with industry-leading Roku to bring you some of the best shows; movies; media and music available. You'll have thousands of channels to choose from; conveniently presented through your own customizable home screen. Watch via cable; satellite; HDTV antenna or just start streaming from your favorite app. Control your entertainment or even change channels with the Roku voice remote. We'll handle all the software updates as well; automatically; so all you have to worry about is what to watch. Lose yourself in the ultimate viewing experience. Watch onn.™We're onn. to something here. We took the hassle out of buying electronics and built a brand that's fresh and simple. With delightful pops of color; finding the right product has never been easier. Say goodbye to stressful decision-making and fear of the electronics aisle. Our mission is simple… to deliver great products and make it easy. Choose onn. and get back to using your brainpower for the important things in life… like pondering the question; What should I binge watch this weekend?""""",onn.,https://i5.walmartimages.com/asr/07529d2e-a6f1-4d9e-9b39-49f2572e9bb4.44449906c1e9af39c8635f8c8ac34e7a.jpeg,4,378,,,,,,,,,,,,,,
60,1,"SAMSUNG 55 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN55TU7000""","SAMSUNG-55-Class-4K-Crystal-UHD-(2160P)-LED-Smart-TV-with-HDR-UN55TU7000""",SAMSUNG,UN55TU7000FXZA,SAMSUNG 55 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN55TU7000 - Get enhanced smart capabilities with the TU7000. Crystal Processor 4K automatically upscales your favorite movies," TV shows and sports events to 4K. Smart TV powered by Tizen lets you find content and navigate streaming services easily. PurColor fine tunes colors while HDR steps up to millions of shades of color that go beyond what HDTV can offer. And Direct Lit backlighting technology sharpens visuals and improves clarity.""",SAMSUNG ELECTRONICS AMERICA,https://i5.walmartimages.com/asr/78d2ce73-66aa-4634-afc7-1858e8a398eb.3e376008d3d4d407238d8969ea96765e.jpeg,4.5,397.99,,,,,,,,,,,,,
61,1,"SAMSUNG 55 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN55TU7000B""","SAMSUNG-55-Class-4K-Crystal-UHD-(2160P)-LED-Smart-TV-with-HDR-UN55TU7000B""",SAMSUNG,UN55TU7000BXZA,SAMSUNG 55 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN55TU7000 - Get enhanced smart capabilities with the TU7000. Crystal Processor 4K automatically upscales your favorite movies," TV shows and sports events to 4K. Smart TV powered by Tizen lets you find content and navigate streaming services easily. PurColor fine tunes colors while HDR steps up to millions of shades of color that go beyond what HDTV can offer. And Direct Lit backlighting technology sharpens visuals and improves clarity.""",Samsung,https://i5.walmartimages.com/asr/78d2ce73-66aa-4634-afc7-1858e8a398eb.3e376008d3d4d407238d8969ea96765e.jpeg,4.6,397.99,,,,,,,,,,,,,
62,1,"TCL 65 Class 4-Series 4K UHD HDR Smart Roku TV - 65S451""","TCL-65-Class-4-Series-4K-UHD-HDR-Smart-Roku-TV---65S451""",TCL,65S451,The TCL 4-Series Roku TV offers stunning 4K picture quality with four times the resolution of Full HD for enhanced clarity and detail; as well as endless entertainment with thousands of streaming channels. High dynamic range (HDR) technology delivers bright and accurate colors for a lifelike viewing experience. In addition; your favorite HD shows; movies; and sporting events are enhanced to near Ultra HD resolution with 4K Upscaling. Your favorite broadcast TV; streaming channels; gaming console and other devices are front-and-center within a simple; customizable home screen. There’s no more flipping through inputs or wading through complicated menus. The super-simple remote—with about half the number of buttons on a traditional TV remote—puts you in control of your favorite entertainment and includes one-touch shortcuts to popular channels like Netflix.,TCL,https://i5.walmartimages.com/asr/4bbb94dd-89c5-4ac8-a79a-843d16360ec0.13045dbc094bba5844dab2413d33578d.png,3.9,398,,,,,,,,,,,,,,
63,1,onn. 65” QLED 4K UHD (2160p) Roku Smart TV with Dolby Atmos; Dolby Vision; Local Dimming; 120hz Effective Refresh Rate; and HDR (100071705),onn.-65”-QLED-4K-UHD-(2160p)-Roku-Smart-TV-with-Dolby-Atmos;-Dolby-Vision;-Local-Dimming;-120hz-Effective-Refresh-Rate;-and-HDR-(100071705),onn.,100071705,"Experience Quantum Dot technology in our newest premium TV. Our new QLED panel leaps beyond the standard LED screen by adding a quantum filter that precisely controls color output; giving you more vibrant colors; deeper blacks and brighter images than ever before. QLED's sharp contrast and upscaling abilities are hallmarks of the step-up from regular LED; granting your 4K and HDR content extra punch and clarity. With 120hz effective refresh rate; you'll experience sharp images while watching sports; or any fast-moving action for smooth on-screen motion. We've also added Dolby Vision® and Dolby Atmos® technologies to give you the most remarkable; immersive experience possible. Dolby Vision HDR maximizes QLED's display potential for a more lifelike and ultravivid picture; while Dolby Atmos introduces audio that surrounds and moves all around you with breathtaking realism. Plus; local dimming creates intense blacks and stunning contrasts with multiple LED zones. Never miss a detail; even in the darkest of scenes.What about that content; you ask? We've partnered with industry-leading Roku to bring you some of the best shows; movies; media and music available. You'll have thousands of channels to choose from; conveniently presented through your own customizable home screen. Watch via cable; satellite; HDTV antenna or just start streaming from your favorite app. Control your entertainment or even change channels with the Roku voice remote. We'll handle all the software updates as well; automatically; so all you have to worry about is what to watch. Lose yourself in the ultimate viewing experience. Watch onn.™We're onn. to something here. We took the hassle out of buying electronics and built a brand that's fresh and simple. With delightful pops of color; finding the right product has never been easier. Say goodbye to stressful decision-making and fear of the electronics aisle. Our mission is simple… to deliver great products and make it easy. Choose onn. and get back to using your brainpower for the important things in life… like pondering the question; What should I binge watch this weekend?""""",onn.,https://i5.walmartimages.com/asr/ebfc2686-f121-4508-8ac4-1d870bd41dd8.2de08eaa24eb1e79fda55ef0b5c7013e.jpeg,4.5,398,,,,,,,,,,,,,,
64,1,"VIZIO 58 Class V-Series 4K UHD LED Smart TV V585-J01""","VIZIO-58-Class-V-Series-4K-UHD-LED-Smart-TV-V585-J01""",VIZIO,V585-J01,Escape into awesome entertainment with the VIZIO V-Series 4K UHD Smart TV. With epic 4K UHD picture quality;  Dolby Vision Bright Mode; HDR10; a full array backlight; and active pixel tuning; V-Series provides crystal-clear and sharp picture quality. The next-gen speed and power of the VIZIO IQ Active processor brings astonishing detail and vibrancy to your viewing experience.   Take your gaming to a whole new level with the V-Gaming engine which enables sub 10ms input lag; 4K 48-60 fps Variable Refresh Rate; Auto Game Mode; and a newly added gaming menu. Stream it all with the award-winning SmartCast platform loaded with the best selection of built-in apps including WatchFree+ that lets you enjoy free access to live TV and hundreds of free channels right out of the box. Pair your favorite Bluetooth headphones and hear every word – uninterrupted. SmartCast also works with Apple AirPlay 2 and Chromecast built-in; offering unparalleled entertainment in a size that fits your lifestyle. V-series is everything you need and more in a Smart TV delivering a standout experience at an unmatched price.,Vizio,https://i5.walmartimages.com/asr/a7903f13-af35-406c-908a-4cd04c88f918.88ee1103957468cce0232c51b054ce19.jpeg,4.6,398,,,,,,,,,,,,,,
65,1,"JVC 50 Class 4K UHD QLED Roku Smart TV Quantum Series""","JVC-50-Class-4K-UHD-QLED-Roku-Smart-TV-Quantum-Series""",JVC,LT-50MAW804,The Quantum series brings you top of the line quality and all best features you can ask for in a TV. With a pristine and exquisite QLED Panel you have the best quality picture under your roof. Experience quantum color; a realistic image that brings each scene to life with a wider range of colors and dynamic contrast. With Roku Smart TV options you can navigate and stream all of your favorite shows and movies.,JVC,https://i5.walmartimages.com/asr/b78ba3e4-edce-4fef-9643-4611203c2c54.8eec8b5374a8d604aa7544a8a0c92713.jpeg,4,418,,,,,,,,,,,,,,
66,1,"TCL 50 Class 4-Series 4K UHD HDR Roku Smart TV – 50S435""","TCL-50-Class-4-Series-4K-UHD-HDR-Roku-Smart-TV-–-50S435""",TCL,50S435,<p>The 4-Series Roku TV delivers stunning 4K picture quality with four times the resolution of Full HD for enhanced clarity and detail; as well as endless entertainment with thousands of streaming channels. High dynamic range (HDR) technology delivers bright and accurate colors for a lifelike viewing experience. In addition; your favorite HD shows; movies; and sporting events are upscaled to near Ultra HD resolution with 4K Upscaling. The simple; personalized home screen allows seamless access to thousands of streaming channels; plus your cable box; Blu-ray player; gaming console; and other devices without flipping through inputs or complicated menus. The super-simple remote—with about half the number of buttons on a traditional TV remote—puts you in control of your favorite entertainment. </p>,TCL,https://i5.walmartimages.com/asr/94ca1036-4839-4c69-8582-bf4a27d44149.16e832f9800d0cebeaf0435d40977915.png,4.1,423.9,,,,,,,,,,,,,,
67,1,"SAMSUNG 58 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN58TU7000""","SAMSUNG-58-Class-4K-Crystal-UHD-(2160P)-LED-Smart-TV-with-HDR-UN58TU7000""",SAMSUNG,UN58TU7000FXZA,SAMSUNG 58 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN58TU7000 2020 - Get enhanced smart capabilities with the TU7000. Crystal Processor 4K automatically upscales your favorite movies," TV shows and sports events to 4K. Smart TV powered by Tizen lets you find content and navigate streaming services easily. PurColor fine tunes colors while HDR steps up to millions of shades of color that go beyond what HDTV can offer. And Direct Lit backlighting technology sharpens visuals and improves clarity.""",SAMSUNG ELECTRONICS AMERICA,https://i5.walmartimages.com/asr/78d2ce73-66aa-4634-afc7-1858e8a398eb.3e376008d3d4d407238d8969ea96765e.jpeg,4.5,427.99,,,,,,,,,,,,,
68,1,"TCL 55 Class 5-Series 4K UHD QLED Dolby Vision HDR Roku Smart TV - 55S531""","TCL-55-Class-5-Series-4K-UHD-QLED-Dolby-Vision-HDR-Roku-Smart-TV---55S531""",TCL,55S531,<p>TCL’s 5-Series QLED TV marries premium picture and endless entertainment for a stellar home theater experience. Quantum Dot technology and the HDR Pro Pack with Dolby Vision combine for greater brightness and contrast; as well as a full palette of rich colors. TCL’s Contrast Control Zone technology optimizes the image across individual zones to yield striking contrast between light and dark areas. The 5-Series models’ AiPQ Engine uses machine-learning algorithms to optimize color; contrast and clarity for an unrivaled 4K HDR experience. Easy Voice Control lets you control your entertainment using just your voice. You’ll be ready to play with Auto Game Mode which adjusts picture settings for an optimized fast-response gaming experience. Plus; the Roku OS provides seamless access to your cable box; Blu-ray player; gaming console</p>,TCL,https://i5.walmartimages.com/asr/1e990338-5aa6-4c65-af22-dccd4acf0d9b.a2721ca2bee7a629cf148853f04be011.png,4,428,,,,,,,,,,,,,,
69,1,"JVC 55 Class 4K UHD 2160p HDR Roku Smart LED TV LT-55MAW595""","JVC-55-Class-4K-UHD-2160p-HDR-Roku-Smart-LED-TV-LT-55MAW595""",JVC,LT-55MAW595,<p>Bring home the JVC 55 Class 4K UHD 2160p Roku Smart TV LT-55MAW595 and treat yourself to a better viewing experience. Start streaming your favorite shows, access your cable box or HD antenna," even fire up your gaming console - all from your home screen.</p><br>""",JVC,https://i5.walmartimages.com/asr/ce9a8058-e748-4627-baca-5577c51698e4.9d2cdbf485da66ae833718a0499150bc.jpeg,4.2,428,,,,,,,,,,,,
70,1,Hisense 55in. Class U6H Series Quantum ULED 4K Smart Google Television,Hisense-55in.-Class-U6H-Series-Quantum-ULED-4K-Smart-Google-Television,Hisense,55U6H,The 55in. U6H series ULED TV expands on picture quality and audio upgrades and makes the transition to the Google Tv operating system. The U6H series adds HDR10+ Adaptive and Dolby Vision IQ to its already long list of supported HDR formats. These technologies incorporate environment lighting considerations to their HDR interpretations making HDR more accurate given how dark or bright the lighting within the room. Game Mode gets an upgrade to Game Mode Plus and adds variable refresh rate at 60Hz for smoother gaming on next-generation game consoles. With Wisa-ready software; the U6H is now equipped to connect to the latest Wisa-compatible speakers for a complete surround sound experience without the need for running speaker wire throughout the room. Creating even more robust audio and visual experiences without price-gouging the consumer; the 2022 U6 series continues to be the Hisense television that’s great for everyone. The entertainment you love. With a little help from Google. Google TV brings together movies; shows; live TV and more from across your apps and subscriptions and organizes them just for you. Discover new things to watch with recommendations based on what you watch and what interests you; from across your subscriptions and content available to you. Ask Google to find movies and shows; answer questions; control smart home devices; and more; with your voice. And with the Google TV app you can watch anywhere; anytime.,HiSense,https://i5.walmartimages.com/asr/f5118799-6d7d-443b-8441-39b908dcf027.b413ddfd439493f9d5e8af1d90a00473.jpeg,4.9,428,,,,,,,,,,,,,,
71,1,"SAMSUNG 60 Class 4K Crystal UHD (2160p) LED Smart TV with HDR UN60TU7000""","SAMSUNG-60-Class-4K-Crystal-UHD-(2160p)-LED-Smart-TV-with-HDR-UN60TU7000""",SAMSUNG,UN60TU7000FXZA,SAMSUNG 60 Class 4K Crystal UHD (2160p) LED Smart TV with HDR UN60TU7000 - Get enhanced smart capabilities with the TU7000. Crystal Processor 4K automatically upscales your favorite movies," TV shows and sports events to 4K. Smart TV powered by Tizen lets you find content and navigate streaming services easily. PurColor fine tunes colors while HDR steps up to millions of shades of color that go beyond what HDTV can offer. And Direct Lit backlighting technology sharpens visuals and improves clarity.""",SAMSUNG ELECTRONICS AMERICA,https://i5.walmartimages.com/asr/78d2ce73-66aa-4634-afc7-1858e8a398eb.3e376008d3d4d407238d8969ea96765e.jpeg,4.6,447.99,,,,,,,,,,,,,
72,1,"SAMSUNG 50 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN50AU8000B""","SAMSUNG-50-Class-4K-Crystal-UHD-(2160P)-LED-Smart-TV-with-HDR-UN50AU8000B""",SAMSUNG,UN50AU8000BXZA,<p>Step up to the AU8000B with upgraded color and 4K essentials. Dynamic Crystal Color injects each scene with millions of vibrant shades of color; while Crystal Processor 4K with UHD Upscaling elevates all your favorite movies; games and shows to gorgeous 4K quality. Smart TV with Multiple Voice Assistants allows you to use your voice to change channels; adjust the volume; or find quickly find content.  Plus 3 HDMI inputs provide plenty of connection options. </p>,SAMSUNG ELECTRONICS AMERICA,https://i5.walmartimages.com/asr/624a267a-f1b2-4db5-a63f-3c1d38efe4df.bac9c34bceb2886f21b07487da4714ec.jpeg,4.6,447.99,,,,,,,,,,,,,,
73,1,"SAMSUNG 50 Class 4K Crystal UHD (2160p) LED Smart TV with HDR UN50AU8000""","SAMSUNG-50-Class-4K-Crystal-UHD-(2160p)-LED-Smart-TV-with-HDR-UN50AU8000""",SAMSUNG,UN50AU8000FXZA,<p>Step up to the AU8000 with upgraded color and 4K essentials. Dynamic Crystal Color injects each scene with millions of vibrant shades of color; while Crystal Processor 4K with UHD Upscaling elevates all your favorite movies; games and shows to gorgeous 4K quality. Smart TV with Multiple Voice Assistants allows you to use your voice to change channels; adjust the volume; or find quickly find content. Plus 3 HDMI inputs provide plenty of connection options.</p>,SAMSUNG ELECTRONICS AMERICA,https://i5.walmartimages.com/asr/624a267a-f1b2-4db5-a63f-3c1d38efe4df.bac9c34bceb2886f21b07487da4714ec.jpeg,4.7,447.99,,,,,,,,,,,,,,
74,1,onn. 70” Class 4K UHD (2160P) LED Roku Smart TV HDR (100012588),onn.-70”-Class-4K-UHD-(2160P)-LED-Roku-Smart-TV-HDR-(100012588),onn.,100012588,Binge on movies and TV episodes; news; sports; music and more! We insisted on 4K Ultra High Definition for this 70” LED TV; bringing out more lifelike color; texture and detail than ever before. We also partnered with Roku to bring you the best possible content with thousands of channels to choose from; conveniently presented through your own customizable home screen. Watch via cable; satellite; HDTV antenna or just start streaming from your favorite app. Like the sound of your own voice You can actually use it with the Roku mobile app to search for a title; artist; actor or director; or just go old-school with our handy remote. We handle all software updates too; automatically; so all you have to worry about is what to watch. Lose yourself in the ultimate viewing experience. Watch on with our onn. 4K UHD 70 Smart TV. We're onn. to something here. We took the hassle out of buying electronics and built a brand that's fresh and simple. With delightful pops of color, finding the right product has never been easier. Say goodbye to stressful decision-making and fear of the electronics aisle. Our mission is simple… to deliver great products and make it easy. Choose onn. and get back to using your brainpower for the important things in life like pondering the question," ""What should I binge watch this weekend?""""",onn.,https://i5.walmartimages.com/asr/ed8cbdfe-9403-40a9-812d-4cdd37315f37.5d116ff40355d313ae2f9981c5d3c858.jpeg,4.1,448,,,,,,,,,,,,
75,1,Restored Hisense ULED Premium 55 Inch Quantum Dot QLED Series Android 4K Smart TV (55U7G) (Refurbished),Restored-Hisense-ULED-Premium-55-Inch-Quantum-Dot-QLED-Series-Android-4K-Smart-TV-(55U7G)-(Refurbished),Hisense,RB55U7G,Sure; the Hisense 55 inch U7G TV Smart TV series is great for Netflix; the big game; and the real housewives of wherever. But the U7G is made for the gamers. It's got our exclusive ULED technologies; 4K resolution; Quantum Dot Color; Dolby Vision HDR; Full Array Local Dimming zones and Android TV operating system. On top of all that; Hisense added a 120Hz Native panel for smoother; more fluid motion and HDMI 2.1; Variable Refresh Rate and Auto Low Latency Mode for gaming that looks sick; even if you suck. The U7G also has up to 1;000 nits peak brightness; which makes HDR ?pop? and means the picture is lit no matter how bright the room. All this looks great on paper. Now think how much better it would look on this TV.,NULL,https://i5.walmartimages.com/asr/5f138652-0cd1-453a-ad79-da04ce5c62e9.61762503bb497615de7f4c5237ef7727.jpeg,5,468,,,,,,,,,,,,,,
76,1,"TCL 43 Class 4-Series 4K UHD HDR Roku Smart TV - 43S435""","TCL-43-Class-4-Series-4K-UHD-HDR-Roku-Smart-TV---43S435""",TCL,43S435,<p>The 4-Series Roku TV delivers stunning 4K picture quality with four times the resolution of Full HD for enhanced clarity and detail; as well as endless entertainment with thousands of streaming channels. High dynamic range (HDR) technology delivers bright and accurate colors for a lifelike viewing experience. In addition; your favorite HD shows; movies; and sporting events are upscaled to near Ultra HD resolution with 4K Upscaling. The simple; personalized home screen allows seamless access to thousands of streaming channels; plus your cable box; Blu-ray player; gaming console; and other devices without flipping through inputs or complicated menus. The super-simple remote with about half the number of buttons on a traditional TV remote puts you in control of your favorite entertainment.</p>,TCL,https://i5.walmartimages.com/asr/253e0c0b-5bcd-4088-848b-0694c0abd9a7.7ebb6c02aeffc52f5f7c0e35df7de3fc.png,4.1,469.58,,,,,,,,,,,,,,
77,1,"SAMSUNG 65 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN65TU7000""","SAMSUNG-65-Class-4K-Crystal-UHD-(2160P)-LED-Smart-TV-with-HDR-UN65TU7000""",SAMSUNG,UN65TU7000FXZA,SAMSUNG 65 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN65TU7000 - Get enhanced smart capabilities with the TU7000. Crystal Processor 4K automatically upscales your favorite movies," TV shows and sports events to 4K. Smart TV powered by Tizen lets you find content and navigate streaming services easily. PurColor fine tunes colors while HDR steps up to millions of shades of color that go beyond what HDTV can offer. And Direct Lit backlighting technology sharpens visuals and improves clarity.""",SAMSUNG ELECTRONICS AMERICA,https://i5.walmartimages.com/asr/78d2ce73-66aa-4634-afc7-1858e8a398eb.3e376008d3d4d407238d8969ea96765e.jpeg,4.5,477.99,,,,,,,,,,,,,
78,1,"SAMSUNG 65 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN65TU7000B""","SAMSUNG-65-Class-4K-Crystal-UHD-(2160P)-LED-Smart-TV-with-HDR-UN65TU7000B""",SAMSUNG,UN65TU7000BXZA,SAMSUNG 65 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN65TU7000 - Get enhanced smart capabilities with the TU7000. Crystal Processor 4K automatically upscales your favorite movies," TV shows and sports events to 4K. Smart TV powered by Tizen lets you find content and navigate streaming services easily. PurColor fine tunes colors while HDR steps up to millions of shades of color that go beyond what HDTV can offer. And Direct Lit backlighting technology sharpens visuals and improves clarity.""",SAMSUNG,https://i5.walmartimages.com/asr/78d2ce73-66aa-4634-afc7-1858e8a398eb.3e376008d3d4d407238d8969ea96765e.jpeg,4.4,477.99,,,,,,,,,,,,,
79,1,"SAMSUNG 55 Class TU8300 Curved 4K Crystal UHD (2160p) LED Smart TV with HDR UN55TU8300FXZA""","SAMSUNG-55-Class-TU8300-Curved-4K-Crystal-UHD-(2160p)-LED-Smart-TV-with-HDR-UN55TU8300FXZA""",SAMSUNG,UN55TU8300FXZA,<p>Get all the game-changing clarity of 4K; with an elegant twist. The beautiful curved screen of the 55 Class TU8300 4K Crystal UHD TV is a surefire conversation-starter," and a smart guide makes it easier than ever to find</p>""",Samsung,https://i5.walmartimages.com/asr/39f917b1-3fe9-4205-a4a4-7269b3b1d2d1.0ab63b363b7dcfdc8c134fd4a1b7c29c.jpeg,4.4,497.99,,,,,,,,,,,,,
80,1,"SAMSUNG 55 Class 4K Crystal UHD (2160p) LED Smart TV with HDR UN55AU8000""","SAMSUNG-55-Class-4K-Crystal-UHD-(2160p)-LED-Smart-TV-with-HDR-UN55AU8000""",SAMSUNG,UN55AU8000FXZA,<p>Step up to the AU8000 with upgraded color and 4K essentials. Dynamic Crystal Color injects each scene with millions of vibrant shades of color; while Crystal Processor 4K with UHD Upscaling elevates all your favorite movies; games and shows to gorgeous 4K quality. Smart TV with Multiple Voice Assistants allows you to use your voice to change channels; adjust the volume; or find quickly find content. Plus 3 HDMI inputs provide plenty of connection options.</p>,SAMSUNG ELECTRONICS AMERICA,https://i5.walmartimages.com/asr/624a267a-f1b2-4db5-a63f-3c1d38efe4df.bac9c34bceb2886f21b07487da4714ec.jpeg,4.6,497.99,,,,,,,,,,,,,,
81,1,"SAMSUNG 55 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN55AU8000B""","SAMSUNG-55-Class-4K-Crystal-UHD-(2160P)-LED-Smart-TV-with-HDR-UN55AU8000B""",SAMSUNG,UN55AU8000BXZA,<p>Step up to the AU8000B with upgraded color and 4K essentials. Dynamic Crystal Color injects each scene with millions of vibrant shades of color; while Crystal Processor 4K with UHD Upscaling elevates all your favorite movies; games and shows to gorgeous 4K quality. Smart TV with Multiple Voice Assistants allows you to use your voice to change channels; adjust the volume; or find quickly find content.  Plus 3 HDMI inputs provide plenty of connection options. </p>,SAMSUNG ELECTRONICS AMERICA,https://i5.walmartimages.com/asr/624a267a-f1b2-4db5-a63f-3c1d38efe4df.bac9c34bceb2886f21b07487da4714ec.jpeg,4.6,497.99,,,,,,,,,,,,,,
82,1,"TCL 65 Class 5-Series 4K UHD QLED Dolby Vision HDR Roku Smart TV - 65S531""","TCL-65-Class-5-Series-4K-UHD-QLED-Dolby-Vision-HDR-Roku-Smart-TV---65S531""",TCL,65S531,<p>TCL’s 5-Series QLED TV marries premium picture and endless entertainment for a stellar home theater experience. Quantum Dot technology and the HDR Pro Pack with Dolby Vision combine for greater brightness and contrast; as well as a full palette of rich colors. TCL’s Contrast Control Zone technology optimizes the image across individual zones to yield striking contrast between light and dark areas. The 5-Series models’ AiPQ Engine uses machine-learning algorithms to optimize color; contrast and clarity for an unrivaled 4K HDR experience. Easy Voice Control lets you control your entertainment using just your voice. You’ll be ready to play with Auto Game Mode which adjusts picture settings for an optimized fast-response gaming experience. Plus; the Roku OS provides seamless access to your cable box; Blu-ray player; gaming console</p>,TCL,https://i5.walmartimages.com/asr/2bf27b40-9425-4a38-8c24-d946d0bbac13.a2721ca2bee7a629cf148853f04be011.png,4.3,528,,,,,,,,,,,,,,
